Sentence #,Word,POS,Chunk,Tag
40,Lien,NNP,I-NP,B-PER
40,.,.,O,O
42,China,NNP,B-NP,B-LOC
42,says,VBZ,B-VP,O
42,time,NN,B-NP,O
42,right,RB,B-ADVP,O
42,for,IN,B-PP,O
42,Taiwan,NNP,B-NP,B-LOC
42,talks,NNS,I-NP,O
42,.,.,O,O
43,BEIJING,VBG,B-VP,B-LOC
43,1996-08-22,CD,B-NP,O
44,China,NNP,B-NP,B-LOC
44,has,VBZ,B-VP,O
44,said,VBD,I-VP,O
44,it,PRP,B-NP,O
44,was,VBD,B-VP,O
44,time,NN,B-NP,O
44,for,IN,B-PP,O
44,political,JJ,B-NP,O
44,talks,NNS,I-NP,O
44,with,IN,B-PP,O
44,Taiwan,NNP,B-NP,B-LOC
44,and,CC,O,O
44,that,IN,B-SBAR,O
44,the,DT,B-NP,O
44,rival,JJ,I-NP,O
44,island,NN,I-NP,O
44,should,MD,B-VP,O
44,take,VB,I-VP,O
44,practical,JJ,B-NP,O
44,steps,NNS,I-NP,O
44,towards,IN,B-PP,O
44,that,DT,B-NP,O
44,goal,NN,I-NP,O
44,.,.,O,O
45,Consultations,NNS,B-NP,O
45,should,MD,B-VP,O
45,be,VB,I-VP,O
45,held,VBN,I-VP,O
45,to,TO,B-VP,O
45,set,VB,I-VP,O
45,the,DT,B-NP,O
45,time,NN,I-NP,O
45,and,CC,I-NP,O
45,format,NN,I-NP,O
45,of,IN,B-PP,O
45,the,DT,B-NP,O
45,talks,NNS,I-NP,O
45,",",",",O,O
45,the,DT,B-NP,O
45,official,NN,I-NP,O
45,Xinhua,NNP,I-NP,B-ORG
45,news,NN,I-NP,O
45,agency,NN,I-NP,O
45,quoted,VBN,B-VP,O
45,Tang,NNP,B-NP,B-PER
45,Shubei,NNP,I-NP,I-PER
45,",",",",O,O
45,executive,JJ,B-NP,O
45,vice,NN,I-NP,O
45,chairman,NN,I-NP,O
45,of,IN,B-PP,O
45,the,DT,B-NP,O
45,Association,NNP,I-NP,B-ORG
45,for,IN,B-PP,I-ORG
45,Relations,NNP,B-NP,I-ORG
45,Across,IN,B-PP,I-ORG
45,the,DT,B-NP,I-ORG
45,Taiwan,NNP,I-NP,I-ORG
45,Straits,NNP,I-NP,I-ORG
45,",",",",O,O
45,as,IN,B-PP,O
45,saying,VBG,B-VP,O
45,late,RB,B-NP,O
45,on,RB,B-ADVP,O
45,Wednesday,NNP,B-NP,O
45,.,.,O,O
47,German,NNP,B-NP,B-MISC
47,July,NNP,I-NP,O
47,car,NN,I-NP,O
47,registrations,NNS,I-NP,O
47,up,RB,B-ADVP,O
47,14.2,CD,B-NP,O
47,pct,JJ,I-NP,O
47,yr,NN,I-NP,O
47,/,SYM,O,O
47,yr,NN,B-NP,O
47,.,.,O,O
48,FRANKFURT,NNP,B-NP,B-LOC
48,1996-08-22,CD,I-NP,O
49,German,JJ,B-NP,B-MISC
49,first-time,JJ,I-NP,O
49,registrations,NNS,I-NP,O
49,of,IN,B-PP,O
49,motor,NN,B-NP,O
49,vehicles,NNS,I-NP,O
49,jumped,VBD,B-VP,O
49,14.2,CD,B-NP,O
49,percent,NN,I-NP,O
49,in,IN,B-PP,O
49,July,NNP,B-NP,O
49,this,DT,B-NP,O
49,year,NN,I-NP,O
49,from,IN,B-PP,O
49,the,DT,B-NP,O
49,year-earlier,JJ,I-NP,O
49,period,NN,I-NP,O
49,",",",",O,O
49,the,DT,B-NP,O
49,Federal,NNP,I-NP,B-ORG
49,office,NN,I-NP,I-ORG
49,for,IN,B-PP,I-ORG
49,motor,NN,B-NP,I-ORG
49,vehicles,NNS,I-NP,I-ORG
49,said,VBD,B-VP,O
49,on,IN,B-PP,O
49,Thursday,NNP,B-NP,O
49,.,.,O,O
50,The,DT,B-NP,O
50,office,NN,I-NP,O
50,said,VBD,B-VP,O
50,"356,725",CD,B-NP,O
50,new,JJ,I-NP,O
50,cars,NNS,I-NP,O
50,were,VBD,B-VP,O
50,registered,VBN,I-VP,O
50,in,IN,B-PP,O
50,July,NNP,B-NP,O
50,1996,CD,I-NP,O
50,--,:,O,O
50,"304,850",CD,B-NP,O
50,passenger,NN,I-NP,O
50,cars,NNS,I-NP,O
50,and,CC,O,O
50,"15,613",CD,B-NP,O
50,trucks,NNS,I-NP,O
50,.,.,O,O
51,The,DT,B-NP,O
51,figures,NNS,I-NP,O
51,represent,VBP,B-VP,O
51,a,DT,B-NP,O
51,13.6,CD,I-NP,O
51,percent,NN,I-NP,O
51,increase,NN,I-NP,O
51,for,IN,B-PP,O
51,passenger,NN,B-NP,O
51,cars,NNS,I-NP,O
51,and,CC,O,O
51,a,DT,B-NP,O
51,2.2,CD,I-NP,O
51,percent,NN,I-NP,O
51,decline,NN,I-NP,O
51,for,IN,B-PP,O
51,trucks,NNS,B-NP,O
51,from,IN,B-PP,O
51,July,NNP,B-NP,O
51,1995,CD,I-NP,O
51,.,.,O,O
52,Motor-bike,JJ,B-NP,O
52,registration,NN,I-NP,O
52,rose,VBD,B-VP,O
52,32.7,CD,B-NP,O
52,percent,NN,I-NP,O
52,in,IN,B-PP,O
52,the,DT,B-NP,O
52,period,NN,I-NP,O
52,.,.,O,O
53,The,DT,B-NP,O
53,growth,NN,I-NP,O
53,was,VBD,B-VP,O
53,partly,RB,I-VP,O
53,due,JJ,I-VP,O
53,to,TO,I-VP,O
53,an,DT,B-NP,O
53,increased,VBN,I-NP,O
53,number,NN,I-NP,O
53,of,IN,B-PP,O
53,Germans,NNPS,B-NP,B-MISC
53,buying,VBG,B-VP,O
53,German,JJ,B-NP,B-MISC
53,cars,NNS,I-NP,O
53,abroad,RB,B-ADVP,O
53,",",",",O,O
53,while,IN,B-SBAR,O
53,manufacturers,NNS,B-NP,O
53,said,VBD,B-VP,O
53,that,DT,B-NP,O
53,domestic,JJ,I-NP,O
53,demand,NN,I-NP,O
53,was,VBD,B-VP,O
53,weak,JJ,B-ADJP,O
53,",",",",O,O
53,the,DT,B-NP,O
53,federal,JJ,I-NP,O
53,office,NN,I-NP,O
53,said,VBD,B-VP,O
53,.,.,O,O
54,Almost,RB,B-NP,O
54,all,DT,I-NP,O
54,German,JJ,I-NP,B-MISC
54,car,NN,I-NP,O
54,manufacturers,NNS,I-NP,O
54,posted,VBD,B-VP,O
54,gains,NNS,B-NP,O
54,in,IN,B-PP,O
54,registration,NN,B-NP,O
54,numbers,NNS,I-NP,O
54,in,IN,B-PP,O
54,the,DT,B-NP,O
54,period,NN,I-NP,O
54,.,.,O,O
55,Volkswagen,NNP,B-NP,B-ORG
55,AG,NNP,I-NP,I-ORG
55,won,VBD,B-VP,O
55,"77,719",CD,B-NP,O
55,registrations,NNS,I-NP,O
55,",",",",O,O
55,slightly,RB,B-NP,O
55,more,RBR,I-NP,O
55,than,IN,I-NP,O
55,a,DT,I-NP,O
55,quarter,NN,I-NP,O
55,of,IN,B-PP,O
55,the,DT,B-NP,O
55,total,NN,I-NP,O
55,.,.,O,O
56,Opel,NNP,B-NP,B-ORG
56,AG,NNP,I-NP,I-ORG
56,together,RB,B-ADVP,O
56,with,IN,B-PP,O
56,General,NNP,B-NP,B-ORG
56,Motors,NNPS,I-NP,I-ORG
56,came,VBD,B-VP,O
56,in,IN,B-PP,O
56,second,JJ,B-NP,O
56,place,NN,I-NP,O
56,with,IN,B-PP,O
56,"49,269",CD,B-NP,O
56,registrations,NNS,I-NP,O
56,",",",",O,O
56,16.4,CD,B-NP,O
56,percent,NN,I-NP,O
56,of,IN,B-PP,O
56,the,DT,B-NP,O
56,overall,JJ,I-NP,O
56,figure,NN,I-NP,O
56,.,.,O,O
57,Third,JJ,B-NP,O
57,was,VBD,B-VP,O
57,Ford,NNP,B-NP,B-ORG
57,with,IN,B-PP,O
57,"35,563",CD,B-NP,O
57,registrations,NNS,I-NP,O
57,",",",",O,O
57,or,CC,O,O
57,11.7,CD,B-NP,O
57,percent,NN,I-NP,O
57,.,.,O,O
58,Only,RB,B-NP,O
58,Seat,NNP,I-NP,B-ORG
58,and,CC,I-NP,O
58,Porsche,NNP,I-NP,B-ORG
58,had,VBD,B-VP,O
58,fewer,JJR,B-NP,O
58,registrations,NNS,I-NP,O
58,in,IN,B-PP,O
58,July,NNP,B-NP,O
58,1996,CD,I-NP,O
58,compared,VBN,B-PP,O
58,to,TO,B-PP,O
58,last,JJ,B-NP,O
58,year,NN,I-NP,O
58,'s,POS,B-NP,O
58,July,NNP,I-NP,O
58,.,.,O,O
59,Seat,NN,B-NP,B-ORG
59,posted,VBD,B-VP,O
59,"3,420",CD,B-NP,O
59,registrations,NNS,I-NP,O
59,compared,VBN,B-PP,O
59,with,IN,B-PP,O
59,5522,CD,B-NP,O
59,registrations,NNS,I-NP,O
59,in,IN,B-PP,O
59,July,NNP,B-NP,O
59,a,DT,B-NP,O
59,year,NN,I-NP,O
59,earlier,RBR,B-ADVP,O
59,.,.,O,O
60,Porsche,NNP,B-NP,B-ORG
60,'s,POS,B-NP,O
60,registrations,NNS,I-NP,O
60,fell,VBD,B-VP,O
60,to,TO,B-PP,O
60,554,CD,B-NP,O
60,from,IN,B-PP,O
60,643,CD,B-NP,O
60,.,.,O,O
62,GREEK,JJ,B-NP,B-MISC
62,SOCIALISTS,NNS,I-NP,O
62,GIVE,VBP,B-VP,O
62,GREEN,NNP,B-NP,O
62,LIGHT,NNP,I-NP,O
62,TO,TO,B-PP,O
62,PM,NNP,B-NP,O
62,FOR,IN,B-PP,O
62,ELECTIONS,NNS,B-NP,O
62,.,.,O,O
63,ATHENS,NNS,B-NP,B-LOC
63,1996-08-22,CD,I-NP,O
64,The,DT,B-NP,O
64,Greek,NNP,I-NP,B-MISC
64,socialist,JJ,I-NP,O
64,party,NN,I-NP,O
64,'s,POS,B-NP,O
64,executive,JJ,I-NP,O
64,bureau,NN,I-NP,O
64,gave,VBD,B-VP,O
64,the,DT,B-NP,O
64,green,JJ,I-NP,O
64,light,NN,I-NP,O
64,to,TO,B-PP,O
64,Prime,NNP,B-NP,O
64,Minister,NNP,I-NP,O
64,Costas,VBZ,B-VP,B-PER
64,Simitis,NNPS,B-NP,I-PER
64,to,TO,B-VP,O
64,call,VB,I-VP,O
64,snap,VB,I-VP,O
64,elections,NNS,B-NP,O
64,",",",",O,O
64,its,PRP$,B-NP,O
64,general,JJ,I-NP,O
64,secretary,NN,I-NP,O
64,Costas,NNP,B-NP,B-PER
64,Skandalidis,NNP,I-NP,I-PER
64,told,VBD,B-VP,O
64,reporters,NNS,B-NP,O
64,.,.,O,O
65,Prime,NNP,B-NP,O
65,Minister,NNP,I-NP,O
65,Costas,VBZ,B-VP,B-PER
65,Simitis,NNP,B-NP,I-PER
65,is,VBZ,B-VP,O
65,going,VBG,I-VP,O
65,to,TO,I-VP,O
65,make,VB,I-VP,O
65,an,DT,B-NP,O
65,official,JJ,I-NP,O
65,announcement,NN,I-NP,O
65,after,IN,B-PP,O
65,a,DT,B-NP,O
65,cabinet,NN,I-NP,O
65,meeting,NN,I-NP,O
65,later,RB,B-ADVP,O
65,on,IN,B-PP,O
65,Thursday,NNP,B-NP,O
65,",",",",O,O
65,said,VBD,B-VP,O
65,Skandalidis,NNP,B-NP,B-PER
65,.,.,O,O
66,--,:,O,O
66,Dimitris,NNP,B-NP,B-PER
66,Kontogiannis,NNP,I-NP,I-PER
66,",",",",O,O
66,Athens,NNP,B-NP,B-ORG
66,Newsroom,NNP,I-NP,I-ORG
66,+301,NNP,I-NP,O
66,3311812-4,CD,I-NP,O
68,BayerVB,NN,B-NP,B-ORG
68,sets,VBZ,B-VP,O
68,C$,$,B-NP,B-MISC
68,100,CD,I-NP,O
68,million,CD,I-NP,O
68,six-year,JJ,I-NP,O
68,bond,NN,I-NP,O
68,.,.,O,O
69,LONDON,NNP,B-NP,B-LOC
69,1996-08-22,CD,I-NP,O
70,The,DT,B-NP,O
70,following,VBG,I-NP,O
70,bond,NN,I-NP,O
70,was,VBD,B-VP,O
70,announced,VBN,I-VP,O
70,by,IN,B-PP,O
70,lead,NN,B-NP,O
70,manager,NN,I-NP,O
70,Toronto,NNP,I-NP,B-PER
70,Dominion,NNP,I-NP,I-PER
70,.,.,O,O
71,BORROWER,NNP,B-NP,O
71,BAYERISCHE,NNP,I-NP,B-ORG
71,VEREINSBANK,NNP,I-NP,I-ORG
72,AMT,NNP,O,O
72,C$,$,B-NP,B-MISC
72,100,CD,I-NP,O
72,MLN,NNP,I-NP,O
72,COUPON,NN,I-NP,O
72,6.625,CD,I-NP,O
72,MATURITY,NNP,I-NP,O
72,24.SEP.02,CD,B-NP,O
73,TYPE,NNP,B-NP,O
73,STRAIGHT,NNP,I-NP,O
73,ISS,NNP,I-NP,O
73,PRICE,NNP,I-NP,O
73,100.92,CD,I-NP,O
73,PAY,NN,I-NP,O
73,DATE,NNP,I-NP,O
73,24.SEP.96,CD,I-NP,O
74,FULL,NNP,B-NP,O
74,FEES,NNS,I-NP,O
74,1.875,CD,B-NP,O
74,REOFFER,NNP,I-NP,O
74,99.32,CD,I-NP,O
74,SPREAD,NNP,I-NP,O
74,+20,CD,I-NP,O
74,BP,NNP,I-NP,O
75,MOODY,NNP,B-NP,O
75,AA1,NNP,B-NP,O
75,LISTING,NNP,I-NP,O
75,LUX,NNP,I-NP,O
75,PAY,NN,I-NP,O
75,FREQ,NNS,I-NP,O
75,=,SYM,B-VP,O
76,S&P,NNP,B-NP,B-ORG
76,=,SYM,B-VP,O
76,DENOMS,NNP,B-NP,O
76,(,(,O,O
76,K,NNP,B-NP,O
76,),),O,O
76,1-10-100,CD,B-NP,O
76,SALE,NNP,I-NP,O
76,LIMITS,VBZ,B-VP,O
76,US,NNP,B-NP,B-LOC
76,/,SYM,O,O
76,UK,NNP,B-NP,B-LOC
76,/,SYM,O,O
76,CA,VBN,B-ADJP,B-LOC
77,NEG,NNP,B-NP,O
77,PLG,NNP,I-NP,O
77,NO,DT,I-NP,O
77,CRS,NNP,I-NP,O
77,DEFLT,NNP,I-NP,O
77,NO,DT,I-NP,O
77,FORCE,VBP,B-VP,O
77,MAJ,MD,I-VP,O
77,=,SYM,I-VP,O
78,GOV,NNP,B-NP,O
78,LAW,NNP,I-NP,O
78,GERMAN,NNP,I-NP,B-MISC
78,HOME,NNP,I-NP,O
78,CTRY,NNP,I-NP,O
78,=,SYM,B-VP,O
78,TAX,NN,B-NP,O
78,PROVS,NNS,I-NP,O
78,STANDARD,VBD,B-VP,O
79,MGT,NNP,B-NP,O
79,/,SYM,O,O
79,UND,NNP,B-NP,O
79,0.275,CD,I-NP,O
79,SELL,VB,B-VP,O
79,CONC,NNP,B-NP,O
79,1.60,CD,I-NP,O
79,PRAECIP,NNP,I-NP,O
79,=,SYM,B-VP,O
80,UNDERLYING,VBG,B-VP,O
80,GOVT,JJ,B-NP,O
80,BOND,NN,I-NP,O
80,7.0,CD,I-NP,O
80,PCT,NNP,I-NP,O
80,SEPT,NNP,I-NP,O
80,2001,CD,I-NP,O
81,NOTES,NNS,B-NP,O
81,BAYERISCHE,VBP,B-VP,B-ORG
81,VEREINSBANK,NNP,B-NP,I-ORG
81,IS,VBZ,B-VP,O
81,JOINT,VBZ,I-VP,O
81,LEAD,NNP,B-NP,O
81,MANAGER,NN,I-NP,O
82,--,:,B-NP,O
82,London,NNP,I-NP,B-ORG
82,Newsroom,NNP,I-NP,I-ORG
82,+44,CD,I-NP,O
82,171,CD,I-NP,O
82,542,CD,I-NP,O
82,7658,CD,I-NP,O
84,Venantius,JJ,B-NP,B-ORG
84,sets,NNS,I-NP,O
84,$,$,B-NP,O
84,300,CD,I-NP,O
84,million,CD,I-NP,O
84,January,NNP,I-NP,O
84,1999,CD,I-NP,O
84,FRN,NNP,I-NP,O
84,.,.,O,O
85,LONDON,NNP,B-NP,B-LOC
85,1996-08-22,CD,I-NP,O
86,The,DT,B-NP,O
86,following,VBG,I-NP,O
86,floating-rate,NN,I-NP,O
86,issue,NN,I-NP,O
86,was,VBD,B-VP,O
86,announced,VBN,I-VP,O
86,by,IN,B-PP,O
86,lead,NN,B-NP,O
86,manager,NN,I-NP,O
86,Lehman,NNP,I-NP,B-ORG
86,Brothers,NNPS,I-NP,I-ORG
86,International,NNP,I-NP,I-ORG
86,.,.,O,O
87,BORROWER,NNP,B-NP,O
87,VENANTIUS,NNP,I-NP,B-ORG
87,AB,NNP,I-NP,I-ORG
87,(,(,O,O
87,SWEDISH,NNP,B-NP,B-MISC
87,NATIONAL,NNP,I-NP,O
87,MORTGAGE,NNP,I-NP,O
87,AGENCY,NN,I-NP,O
87,),),O,O
88,AMT,NNP,O,O
88,$,$,B-NP,O
88,300,CD,I-NP,O
88,MLN,NNP,I-NP,O
88,SPREAD,NNP,I-NP,O
88,-,:,O,O
88,12.5,CD,B-NP,O
88,BP,NNP,I-NP,O
88,MATURITY,NNP,I-NP,O
88,21.JAN.99,CD,I-NP,O
89,TYPE,NNP,B-NP,O
89,FRN,NNP,I-NP,O
89,BASE,NNP,I-NP,O
89,3M,NNP,I-NP,B-ORG
89,LIBOR,NNP,I-NP,O
89,PAY,NN,I-NP,O
89,DATE,NNP,I-NP,O
89,S23.SEP.96,NNP,I-NP,O
90,LAST,NNS,B-NP,O
90,MOODY,NNP,I-NP,O
90,AA3,NNP,B-NP,O
90,ISS,NNP,I-NP,O
90,PRICE,NNP,I-NP,O
90,99.956,CD,I-NP,O
90,FULL,NNP,I-NP,O
90,FEES,NNS,I-NP,O
90,10,CD,B-NP,O
90,BP,NNP,I-NP,O
91,LAST,NNP,B-NP,O
91,S&P,NNP,I-NP,B-ORG
91,AA+,NNP,I-NP,O
91,REOFFER,NN,I-NP,O
91,=,SYM,B-VP,O
92,NOTES,NNS,B-NP,O
92,S,NNP,I-NP,O
92,SHORT,NNP,I-NP,O
92,FIRST,NNP,I-NP,O
92,COUPON,NNP,I-NP,O
93,LISTING,VBG,B-VP,O
93,LONDON,NNP,B-NP,B-LOC
93,DENOMS,NNP,I-NP,O
93,(,(,O,O
93,K,NNP,B-NP,O
93,),),O,O
93,1-10-100,CD,B-NP,O
93,SALE,NNP,I-NP,O
93,LIMITS,VBZ,B-VP,O
93,US,NNP,B-NP,B-LOC
93,/,SYM,O,O
93,UK,NNP,B-NP,B-LOC
93,/,SYM,O,O
93,JP,NNP,B-NP,B-LOC
93,/,SYM,O,O
93,FR,VBN,B-ADJP,B-LOC
94,NEG,NNP,B-NP,O
94,PLG,NNP,I-NP,O
94,YES,NNP,I-NP,O
94,CRS,NNP,I-NP,O
94,DEFLT,NNP,I-NP,O
94,NO,DT,I-NP,O
94,FORCE,VBP,B-VP,O
94,MAJ,MD,I-VP,O
94,IPMA,NNP,B-NP,O
94,2,CD,I-NP,O
95,GOV,NNP,B-NP,O
95,LAW,NNP,I-NP,O
95,ENGLISH,NNP,I-NP,B-MISC
95,HOME,NNP,I-NP,O
95,CTRY,NNP,I-NP,O
95,SWEDEN,NNP,I-NP,B-LOC
95,TAX,NN,I-NP,O
95,PROVS,NNS,I-NP,O
95,STANDARD,VBD,B-VP,O
96,MGT,NNP,B-NP,O
96,/,SYM,O,O
96,UND,NNP,B-NP,O
96,5,CD,I-NP,O
96,BP,NNP,I-NP,O
96,SELL,VB,B-VP,O
96,CONC,NNP,B-NP,O
96,5,CD,I-NP,O
96,BP,NNP,I-NP,O
96,PRAECIP,NNP,I-NP,O
96,=,SYM,B-VP,O
97,NOTES,NNS,B-NP,O
97,ISSUED,VBD,B-VP,O
97,OFF,NN,B-NP,O
97,EMTN,NNP,I-NP,O
97,PROGRAMME,NNP,I-NP,O
98,--,:,B-NP,O
98,London,NNP,I-NP,B-ORG
98,Newsroom,NNP,I-NP,I-ORG
98,+44,CD,I-NP,O
98,171,CD,I-NP,O
98,542,CD,I-NP,O
98,8863,CD,I-NP,O
100,Port,NN,B-NP,O
100,conditions,NNS,I-NP,O
100,update,VBP,B-VP,O
100,-,:,O,O
100,Syria,NNP,B-NP,B-LOC
100,-,:,O,O
100,Lloyds,NNP,B-NP,B-ORG
100,Shipping,NNP,I-NP,I-ORG
100,.,.,O,O
101,Port,NN,B-NP,O
101,conditions,NNS,I-NP,O
101,from,IN,B-PP,O
101,Lloyds,NNP,B-NP,B-ORG
101,Shipping,NNP,I-NP,I-ORG
101,Intelligence,NNP,I-NP,I-ORG
101,Service,NNP,I-NP,I-ORG
101,--,:,O,O
102,LATTAKIA,NNP,B-NP,B-LOC
102,",",",",O,O
102,Aug,NNP,B-NP,O
102,10,CD,I-NP,O
102,-,:,I-NP,O
102,waiting,VBG,B-VP,O
102,time,NN,B-NP,O
102,at,IN,B-PP,O
102,Lattakia,NNP,B-NP,B-LOC
102,and,CC,I-NP,O
102,Tartous,NNP,I-NP,B-LOC
102,presently,RB,B-ADVP,O
102,24,CD,B-NP,O
102,hours,NNS,I-NP,O
102,.,.,O,O
104,Israel,NNP,B-NP,B-LOC
104,plays,VBZ,B-VP,O
104,down,RP,B-PRT,O
104,fears,NNS,B-NP,O
104,of,IN,B-PP,O
104,war,NN,B-NP,O
104,with,IN,B-PP,O
104,Syria,NNP,B-NP,B-LOC
104,.,.,O,O
105,Colleen,NNP,B-NP,B-PER
105,Siegel,NNP,I-NP,I-PER
106,JERUSALEM,VBN,B-NP,B-LOC
106,1996-08-22,CD,I-NP,O
107,Israel,NNP,B-NP,B-LOC
107,'s,POS,B-NP,O
107,outgoing,JJ,I-NP,O
107,peace,NN,I-NP,O
107,negotiator,NN,I-NP,O
107,with,IN,B-PP,O
107,Syria,NNP,B-NP,B-LOC
107,said,VBD,B-VP,O
107,on,IN,B-PP,O
107,Thursday,NNP,B-NP,O
107,current,JJ,I-NP,O
107,tensions,NNS,I-NP,O
107,between,IN,B-PP,O
107,the,DT,B-NP,O
107,two,CD,I-NP,O
107,countries,NNS,I-NP,O
107,appeared,VBD,B-VP,O
107,to,TO,I-VP,O
107,be,VB,I-VP,O
107,a,DT,B-NP,O
107,storm,NN,I-NP,O
107,in,IN,B-PP,O
107,a,DT,B-NP,O
107,teacup,NN,I-NP,O
107,.,.,O,O
108,Itamar,NNP,B-NP,B-PER
108,Rabinovich,NNP,I-NP,I-PER
108,",",",",O,O
108,who,WP,B-NP,O
108,as,IN,B-PP,O
108,Israel,NNP,B-NP,B-LOC
108,'s,POS,B-NP,O
108,ambassador,NN,I-NP,O
108,to,TO,B-PP,O
108,Washington,NNP,B-NP,B-LOC
108,conducted,VBD,B-VP,O
108,unfruitful,JJ,B-NP,O
108,negotiations,NNS,I-NP,O
108,with,IN,B-PP,O
108,Syria,NNP,B-NP,B-LOC
108,",",",",O,O
108,told,VBD,B-VP,O
108,Israel,NNP,B-NP,B-ORG
108,Radio,NNP,I-NP,I-ORG
108,it,PRP,B-NP,O
108,looked,VBD,B-VP,O
108,like,IN,B-PP,O
108,Damascus,NNP,B-NP,B-LOC
108,wanted,VBD,B-VP,O
108,to,TO,I-VP,O
108,talk,VB,I-VP,O
108,rather,RB,B-CONJP,O
108,than,IN,I-CONJP,O
108,fight,NN,B-NP,O
108,.,.,O,O
109,"""","""",O,O
109,It,PRP,B-NP,O
109,appears,VBZ,B-VP,O
109,to,TO,B-PP,O
109,me,PRP,B-NP,O
109,the,DT,B-NP,O
109,Syrian,JJ,I-NP,B-MISC
109,priority,NN,I-NP,O
109,is,VBZ,B-VP,O
109,still,RB,B-ADVP,O
109,to,TO,B-VP,O
109,negotiate,VB,I-VP,O
109,.,.,O,O
110,The,DT,B-NP,O
110,Syrians,NNPS,I-NP,B-MISC
110,are,VBP,B-VP,O
110,confused,VBN,B-ADJP,O
110,",",",",O,O
110,they,PRP,B-NP,O
110,are,VBP,B-VP,O
110,definitely,RB,I-VP,O
110,tense,JJ,B-NP,O
110,",",",",O,O
110,but,CC,O,O
110,the,DT,B-NP,O
110,general,JJ,I-NP,O
110,assessment,NN,I-NP,O
110,here,RB,B-ADVP,O
110,in,IN,B-PP,O
110,Washington,NNP,B-NP,B-LOC
110,is,VBZ,B-VP,O
110,that,IN,B-SBAR,O
110,this,DT,B-NP,O
110,is,VBZ,B-VP,O
110,essentially,RB,B-ADVP,O
110,a,DT,B-NP,O
110,storm,NN,I-NP,O
110,in,IN,B-PP,O
110,a,DT,B-NP,O
110,teacup,NN,I-NP,O
110,",",",",O,O
110,"""","""",O,O
110,he,PRP,B-NP,O
110,said,VBD,B-VP,O
110,.,.,O,O
111,Rabinovich,NN,B-NP,B-PER
111,is,VBZ,B-VP,O
111,winding,VBG,I-VP,O
111,up,RP,B-PRT,O
111,his,PRP$,B-NP,O
111,term,NN,I-NP,O
111,as,IN,B-PP,O
111,ambassador,NN,B-NP,O
111,.,.,O,O
112,He,PRP,B-NP,O
112,will,MD,B-VP,O
112,be,VB,I-VP,O
112,replaced,VBN,I-VP,O
112,by,IN,B-PP,O
112,Eliahu,NNP,B-NP,B-PER
112,Ben-Elissar,NNP,I-NP,I-PER
112,",",",",O,O
112,a,DT,B-NP,O
112,former,JJ,I-NP,O
112,Israeli,JJ,I-NP,B-MISC
112,envoy,NN,I-NP,O
112,to,TO,B-PP,O
112,Egypt,NNP,B-NP,B-LOC
112,and,CC,O,O
112,right-wing,JJ,B-NP,O
112,Likud,NNP,I-NP,B-ORG
112,party,NN,I-NP,O
112,politician,NN,I-NP,O
112,.,.,O,O
113,Israel,NNP,B-NP,B-LOC
113,on,IN,B-PP,O
113,Wednesday,NNP,B-NP,O
113,sent,VBD,B-VP,O
113,Syria,NNP,B-NP,B-LOC
113,a,DT,B-NP,O
113,message,NN,I-NP,O
113,",",",",O,O
113,via,IN,B-PP,O
113,Washington,NNP,B-NP,B-LOC
113,",",",",O,O
113,saying,VBG,B-VP,O
113,it,PRP,B-NP,O
113,was,VBD,B-VP,O
113,committed,VBN,I-VP,O
113,to,TO,B-PP,O
113,peace,NN,B-NP,O
113,and,CC,O,O
113,wanted,VBD,B-VP,O
113,to,TO,I-VP,O
113,open,VB,I-VP,O
113,negotiations,NNS,B-NP,O
113,without,IN,B-PP,O
113,preconditions,NNS,B-NP,O
113,.,.,O,O
114,But,CC,O,O
114,it,PRP,B-NP,O
114,slammed,VBD,B-VP,O
114,Damascus,NNP,B-NP,B-LOC
114,for,IN,B-PP,O
114,creating,VBG,B-VP,O
114,what,WP,B-NP,O
114,it,PRP,B-NP,O
114,called,VBD,B-VP,O
114,a,DT,B-NP,O
114,dangerous,JJ,I-NP,O
114,atmosphere,NN,I-NP,O
114,.,.,O,O
115,Syria,NNP,B-NP,B-LOC
115,accused,VBD,B-VP,O
115,Israel,NNP,B-NP,B-LOC
115,on,IN,B-PP,O
115,Wednesday,NNP,B-NP,O
115,of,IN,B-PP,O
115,launching,VBG,B-VP,O
115,a,DT,B-NP,O
115,hysterical,JJ,I-NP,O
115,campaign,NN,I-NP,O
115,against,IN,B-PP,O
115,it,PRP,B-NP,O
115,after,IN,B-PP,O
115,Israeli,JJ,B-NP,B-MISC
115,television,NN,I-NP,O
115,reported,VBD,B-VP,O
115,that,IN,B-SBAR,O
115,Damascus,NNP,B-NP,B-LOC
115,had,VBD,B-VP,O
115,recently,RB,I-VP,O
115,test,VB,I-VP,O
115,fired,VBN,I-VP,O
115,a,DT,B-NP,O
115,missile,NN,I-NP,O
115,.,.,O,O
116,It,PRP,B-NP,O
116,said,VBD,B-VP,O
116,its,PRP$,B-NP,O
116,arms,NNS,I-NP,O
116,purchases,NNS,I-NP,O
116,were,VBD,B-VP,O
116,for,IN,B-PP,O
116,defensive,JJ,B-NP,O
116,purposes,NNS,I-NP,O
116,.,.,O,O
117,"""","""",O,O
117,The,DT,B-NP,O
117,message,NN,I-NP,O
117,that,IN,B-SBAR,O
117,we,PRP,B-NP,O
117,sent,VBD,B-VP,O
117,to,TO,I-VP,O
117,(,(,O,O
