sentence_id,text,entity,label,start,end
84,Venantius sets $ 300 million January 1999 FRN .,$ 300 million,MONEY,15,28
84,Venantius sets $ 300 million January 1999 FRN .,January 1999 FRN,DATE,29,45
85,LONDON 1996-08-22,LONDON,GPE,0,6
85,LONDON 1996-08-22,1996-08-22,DATE,7,17
86,The following floating-rate issue was announced by lead manager Lehman Brothers International .,Lehman Brothers International,ORG,64,93
87,BORROWER VENANTIUS AB ( SWEDISH NATIONAL MORTGAGE AGENCY ),BORROWER VENANTIUS AB,ORG,0,21
88,AMT $ 300 MLN SPREAD - 12.5 BP MATURITY 21.JAN.99,$ 300,MONEY,4,9
88,AMT $ 300 MLN SPREAD - 12.5 BP MATURITY 21.JAN.99,12.5,CARDINAL,23,27
90,LAST MOODY AA3 ISS PRICE 99.956 FULL FEES 10 BP,LAST MOODY AA3 ISS,PERSON,0,18
90,LAST MOODY AA3 ISS PRICE 99.956 FULL FEES 10 BP,10,CARDINAL,42,44
91,LAST S&P AA+ REOFFER =,S&P,ORG,5,8
92,NOTES S SHORT FIRST COUPON,FIRST,ORDINAL,14,19
93,LISTING LONDON DENOMS ( K ) 1-10-100 SALE LIMITS US / UK / JP / FR,US,GPE,49,51
93,LISTING LONDON DENOMS ( K ) 1-10-100 SALE LIMITS US / UK / JP / FR,UK,GPE,54,56
94,NEG PLG YES CRS DEFLT NO FORCE MAJ IPMA 2,NEG,ORG,0,3
94,NEG PLG YES CRS DEFLT NO FORCE MAJ IPMA 2,2,CARDINAL,40,41
96,MGT / UND 5 BP SELL CONC 5 BP PRAECIP =,5,CARDINAL,10,11
96,MGT / UND 5 BP SELL CONC 5 BP PRAECIP =,5 BP,CARDINAL,25,29
98,-- London Newsroom +44 171 542 8863,London Newsroom,ORG,3,18
98,-- London Newsroom +44 171 542 8863,171 542,CARDINAL,23,30
100,Port conditions update - Syria - Lloyds Shipping .,Syria,GPE,25,30
101,Port conditions from Lloyds Shipping Intelligence Service --,Lloyds Shipping Intelligence Service,ORG,21,57
102,"LATTAKIA , Aug 10 - waiting time at Lattakia and Tartous presently 24 hours .",10,CARDINAL,15,17
102,"LATTAKIA , Aug 10 - waiting time at Lattakia and Tartous presently 24 hours .",Lattakia and Tartous,ORG,36,56
102,"LATTAKIA , Aug 10 - waiting time at Lattakia and Tartous presently 24 hours .",24 hours,TIME,67,75
104,Israel plays down fears of war with Syria .,Israel,GPE,0,6
104,Israel plays down fears of war with Syria .,Syria,GPE,36,41
105,Colleen Siegel,Colleen Siegel,PERSON,0,14
106,JERUSALEM 1996-08-22,JERUSALEM,ORG,0,9
106,JERUSALEM 1996-08-22,1996-08-22,DATE,10,20
107,Israel 's outgoing peace negotiator with Syria said on Thursday current tensions between the two countries appeared to be a storm in a teacup .,Israel,GPE,0,6
107,Israel 's outgoing peace negotiator with Syria said on Thursday current tensions between the two countries appeared to be a storm in a teacup .,Syria,GPE,41,46
107,Israel 's outgoing peace negotiator with Syria said on Thursday current tensions between the two countries appeared to be a storm in a teacup .,Thursday,DATE,55,63
107,Israel 's outgoing peace negotiator with Syria said on Thursday current tensions between the two countries appeared to be a storm in a teacup .,two,CARDINAL,93,96
108,"Itamar Rabinovich , who as Israel 's ambassador to Washington conducted unfruitful negotiations with Syria , told Israel Radio it looked like Damascus wanted to talk rather than fight .",Itamar Rabinovich,PERSON,0,17
108,"Itamar Rabinovich , who as Israel 's ambassador to Washington conducted unfruitful negotiations with Syria , told Israel Radio it looked like Damascus wanted to talk rather than fight .",Israel,GPE,27,33
108,"Itamar Rabinovich , who as Israel 's ambassador to Washington conducted unfruitful negotiations with Syria , told Israel Radio it looked like Damascus wanted to talk rather than fight .",Washington,GPE,51,61
108,"Itamar Rabinovich , who as Israel 's ambassador to Washington conducted unfruitful negotiations with Syria , told Israel Radio it looked like Damascus wanted to talk rather than fight .",Syria,GPE,101,106
108,"Itamar Rabinovich , who as Israel 's ambassador to Washington conducted unfruitful negotiations with Syria , told Israel Radio it looked like Damascus wanted to talk rather than fight .",Israel Radio,ORG,114,126
108,"Itamar Rabinovich , who as Israel 's ambassador to Washington conducted unfruitful negotiations with Syria , told Israel Radio it looked like Damascus wanted to talk rather than fight .",Damascus,GPE,142,150
109,""" It appears to me the Syrian priority is still to negotiate .",Syrian,NORP,23,29
110,"The Syrians are confused , they are definitely tense , but the general assessment here in Washington is that this is essentially a storm in a teacup , "" he said .",Syrians,NORP,4,11
110,"The Syrians are confused , they are definitely tense , but the general assessment here in Washington is that this is essentially a storm in a teacup , "" he said .",Washington,GPE,90,100
112,"He will be replaced by Eliahu Ben-Elissar , a former Israeli envoy to Egypt and right-wing Likud party politician .",Eliahu Ben-Elissar,PERSON,23,41
112,"He will be replaced by Eliahu Ben-Elissar , a former Israeli envoy to Egypt and right-wing Likud party politician .",Israeli,NORP,53,60
112,"He will be replaced by Eliahu Ben-Elissar , a former Israeli envoy to Egypt and right-wing Likud party politician .",Egypt,GPE,70,75
112,"He will be replaced by Eliahu Ben-Elissar , a former Israeli envoy to Egypt and right-wing Likud party politician .",Likud,ORG,91,96
113,"Israel on Wednesday sent Syria a message , via Washington , saying it was committed to peace and wanted to open negotiations without preconditions .",Israel,GPE,0,6
113,"Israel on Wednesday sent Syria a message , via Washington , saying it was committed to peace and wanted to open negotiations without preconditions .",Wednesday,DATE,10,19
113,"Israel on Wednesday sent Syria a message , via Washington , saying it was committed to peace and wanted to open negotiations without preconditions .",Syria,GPE,25,30
113,"Israel on Wednesday sent Syria a message , via Washington , saying it was committed to peace and wanted to open negotiations without preconditions .",Washington,GPE,47,57
114,But it slammed Damascus for creating what it called a dangerous atmosphere .,Damascus,GPE,15,23
115,Syria accused Israel on Wednesday of launching a hysterical campaign against it after Israeli television reported that Damascus had recently test fired a missile .,Syria,GPE,0,5
115,Syria accused Israel on Wednesday of launching a hysterical campaign against it after Israeli television reported that Damascus had recently test fired a missile .,Israel,GPE,14,20
115,Syria accused Israel on Wednesday of launching a hysterical campaign against it after Israeli television reported that Damascus had recently test fired a missile .,Wednesday,DATE,24,33
115,Syria accused Israel on Wednesday of launching a hysterical campaign against it after Israeli television reported that Damascus had recently test fired a missile .,Israeli,NORP,86,93
115,Syria accused Israel on Wednesday of launching a hysterical campaign against it after Israeli television reported that Damascus had recently test fired a missile .,Damascus,GPE,119,127
117,""" The message that we sent to ( Syrian President Hafez al- ) Assad is that Israel is ready at any time without preconditions to enter peace negotiations , "" Israeli Foreign Minister David Levy told Israel Radio in an interview .",Syrian,NORP,32,38
117,""" The message that we sent to ( Syrian President Hafez al- ) Assad is that Israel is ready at any time without preconditions to enter peace negotiations , "" Israeli Foreign Minister David Levy told Israel Radio in an interview .",Hafez,PERSON,49,54
117,""" The message that we sent to ( Syrian President Hafez al- ) Assad is that Israel is ready at any time without preconditions to enter peace negotiations , "" Israeli Foreign Minister David Levy told Israel Radio in an interview .",Assad,PERSON,61,66
117,""" The message that we sent to ( Syrian President Hafez al- ) Assad is that Israel is ready at any time without preconditions to enter peace negotiations , "" Israeli Foreign Minister David Levy told Israel Radio in an interview .",Israel,GPE,75,81
117,""" The message that we sent to ( Syrian President Hafez al- ) Assad is that Israel is ready at any time without preconditions to enter peace negotiations , "" Israeli Foreign Minister David Levy told Israel Radio in an interview .",Israeli,NORP,157,164
117,""" The message that we sent to ( Syrian President Hafez al- ) Assad is that Israel is ready at any time without preconditions to enter peace negotiations , "" Israeli Foreign Minister David Levy told Israel Radio in an interview .",David Levy,PERSON,182,192
117,""" The message that we sent to ( Syrian President Hafez al- ) Assad is that Israel is ready at any time without preconditions to enter peace negotiations , "" Israeli Foreign Minister David Levy told Israel Radio in an interview .",Israel Radio,ORG,198,210
118,Tension has mounted since Israeli Prime Minister Benjamin Netanyahu took office in June vowing to retain the Golan Heights Israel captured from Syria in the 1967 Middle East war .,Israeli,NORP,26,33
118,Tension has mounted since Israeli Prime Minister Benjamin Netanyahu took office in June vowing to retain the Golan Heights Israel captured from Syria in the 1967 Middle East war .,Benjamin Netanyahu,PERSON,49,67
118,Tension has mounted since Israeli Prime Minister Benjamin Netanyahu took office in June vowing to retain the Golan Heights Israel captured from Syria in the 1967 Middle East war .,June,DATE,83,87
118,Tension has mounted since Israeli Prime Minister Benjamin Netanyahu took office in June vowing to retain the Golan Heights Israel captured from Syria in the 1967 Middle East war .,Golan Heights,LOC,109,122
118,Tension has mounted since Israeli Prime Minister Benjamin Netanyahu took office in June vowing to retain the Golan Heights Israel captured from Syria in the 1967 Middle East war .,Syria,GPE,144,149
118,Tension has mounted since Israeli Prime Minister Benjamin Netanyahu took office in June vowing to retain the Golan Heights Israel captured from Syria in the 1967 Middle East war .,the 1967 Middle East war,EVENT,153,177
119,Israeli-Syrian peace talks have been deadlocked over the Golan since 1991 despite the previous government 's willingness to make Golan concessions .,Israeli,NORP,0,7
119,Israeli-Syrian peace talks have been deadlocked over the Golan since 1991 despite the previous government 's willingness to make Golan concessions .,Golan,LOC,57,62
119,Israeli-Syrian peace talks have been deadlocked over the Golan since 1991 despite the previous government 's willingness to make Golan concessions .,1991,DATE,69,73
119,Israeli-Syrian peace talks have been deadlocked over the Golan since 1991 despite the previous government 's willingness to make Golan concessions .,Golan,PRODUCT,129,134
120,Peace talks between the two sides were last held in February .,two,CARDINAL,24,27
120,Peace talks between the two sides were last held in February .,February,DATE,52,60
